0,01554639
0,09906967
0,02608539
0,07124604
0,005413685
0,2325146
0,009830828
0,01925435
0,1694317
0,05947412
0,04557361
0,1642614
0,04194499
0,04552703
0,06527101
0,0007280563
0,1298923
0,09060617
0,4063137
0,0192916
0,03403917
0,0314721
0,02688865
0,1344883
0,04932323
0,003071446
0,127333
0,3056763
0,2201484
0,6377171
0,1619472
0,01710938
0,08095559
0,1680166
0,09595896
0,1663738
0,118923
0,09641356
0,121201
0,1308846
0,01450219
0,02672266
0,1490461
0,3405747
0,05986004
0,1252789
0,05803851
0,2495865
0,0597354
0,006871223
0,02667412
0,1568751
0,1608125
0,03612759
0,09898511
0,002751585
0,04091071
0,1519307
0,05054117
0,01712753
0,1882646
0,05456198
0,1600388
0,05769249
0,0706861
0,08009101
0,1541665
0,02948959
0,3339697
0,009962517
0,07535357
0,03241938
0,01590734
0,06183193
0,08085541
0,01535867
0,0160253
0,1616322
0,08100947
0,1994788
0,0308474
0,3320973
0,06491568
0,1270747
0,007018314
0,06083784
0,003902066
0,04726761
0,01172259
0,01011358
0,06263191
0,1162244
0,1076271
0,2103245
0,0635113
0,06626543
0,0409901
0,02352973
0,004292038
0,03395088
0,224082
0,0472424
0,1886641
0,1744961
0,2199827
0,09071873
0,09972917
0,1839824
0,134219
0,02155161
0,3600991
0,01353918
0,003029132
0,06049659
0,06797494
0,07820197
0,04394182
0,1103005
0,02932911
0,0459775
0,3720523
0,04591885
0,01462004
0,0648764
0,1525985
0,1664692
0,04803538
0,07690982
0,01753191
0,04160228
0,1175044
0,01655402
0,003769723
0,01579438
0,2432055
0,008669494
0,03953283
0,1703264
0,02135113
0,04888732
0,01041611
0,1210138
0,03422292
0,06359871
0,06871083
0,0116305
0,1847096
0,03314444
0,05593304
0,08502345
0,01620612
0,01073479
0,01237829
0,09606175
0,1996935
0,2207244
0,2429909
0,08310845
0,01114395
0,03131074
0,02568779
0,01187689
0,02985957
0,1647906
0,08379906
0,02067832
0,05895884
0,3341541
0,07667069
0,1409458
0,0465628
0,02851463
0,02256189
0,231061
0,02067011
0,227773
0,2302752
0,0318592
0,02437118
0,03347404
0,08148035
0,0967545
0,05774257
0,2146022
0,03668893
0,009840048
0,01289287
0,06115313
0,02629383
0,08198893
0,004334729
0,01286834
0,100588
0,01575585
0,01912008
0,1182389
0,0269518
0,05328404
0,06455095
0,08180769
0,04508191
0,1001979
0,05043812
0,2071746
0,05315588
0,08586851
0,05870114
0,1637635
0,1459359
0,4440167
0,09756463
0,0308749
0,007897699
0,2293423
0,3179154
0,02570655
0,01029965
0,04710734
0,08075039
0,1057771
0,03596505
0,3248426
0,2584112
0,22082
0,09664853
0,1861181
0,04991985
0,0653628
0,04809668
0,1045782
0,02945809
0,02396225
0,114197
0,2280734
0,2289751
0,06263866
0,09150112
0,01388381
0,05246139
0,0277374
0,06129348
0,003660081
0,01746714
0,08716728
0,03129956
0,156017
0,07844494
0,04694804
0,004700002
0,05296231
0,4634113
0,02818739
0,01994083
0,03160875
0,04137908
0,03022851
0,2594061
0,04558508
0,05481053
0,06071361
0,119089
0,07281415
0,0687391
0,05349765
0,1868567
0,2801473
0,05196767
0,1315587
0,1054924
0,004407246
0,1686098
0,06517411
0,1045592
0,1799396
0,3358907
0,04193355
0,2864396
0,2336166
0,01282297
0,09400477
0,2278577
0,06063419
0,0925772
0,02691478
0,1154211
0,1325279
0,01141616
0,192125
0,04433702
0,0996684
0,06830256
0,02693808
0,3098411
0,3586953
0,04996236
0,01247659
0,02654622
0,00928272
0,01683075
0,02754718
0,01946765
0,008103753
0,01700512
0,3934818
0,07241191
0,1231373
0,0557942
0,07761283
0,006002184
0,03356875
0,03854836
0,02276184
0,00450565
0,02298731
0,07948927
0,2597719
0,2321825
0,003706301
0,3100265
0,04188627
0,00233538
0,009007702
0,01709414
0,06503862
0,1848869
0,03196836
0,1216182
0,1936256
0,03245562
0,1776325
0,04465619
0,005327546
0,3150122
0,06442595
0,3032139
0,04462381
0,08457206
0,02497748
0,1638782
0,06645461
0,1027896
0,1153913
0,02336683
0,01389272
0,07310165
0,1083518
0,05419785
0,04216815
0,003104458
0,05387773
0,2830209
0,02321564
0,1325735
0,08056775
0,205219
0,02757324
0,03692628
0,02630212
0,009139592
0,02187691
0,2514706
0,009246415
0,3093938
0,003452929
0,008686643
0,1437855
0,02477641
0,1723848
0,0712502
0,0334746
0,03444532
0,03624949
0,1219008
0,04567179
0,1232614
0,05108082
0,01647067
0,1913732
0,6252462
0,05221252
0,1053911
0,2743533
0,01272727
0,009572651
0,03791576
0,06650685
0,1156924
0,007236671
0,09261747
0,02136792
0,0602357
0,1862995
0,01285473
0,302788
0,006308428
0,1569627
0,03950412
0,0335396
0,08001905
0,05603207
0,1638653
0,04586243
0,1261872
0,01529236
0,0122567
0,009521948
0,04614908
0,01987074
0,02658189
0,03081707
0,2315355
0,08690594
0,06046551
0,05356012
0,2243228
0,01558229
0,1284778
0,1215183
0,004940311
0,0142924
0,01239672
0,04507172
0,04519054
0,3013577
0,04164477
0,2422843
0,04708269
0,08168097
0,05048203
0,1391509
0,07541348
0,02721022
0,152482
0,5413013
0,1053059
0,1425345
0,05789227
0,4147859
0,4012112
0,01281111
0,007987076
0,1834148
0,04804707
0,00676151
0,01012756
0,07708707
0,01424114
0,2512811
0,2140493
0,1191859
0,1778936
0,1449866
0,3303187
0,05879889
0,05441884
0,2771243
0,02330209
0,1325739
0,06972266
0,07300685
0,05898925
0,05976996
0,04399752
0,04334246
0,2570247
0,004625338
0,08004607
0,01969836
0,1762657
0,1573122
0,2211294
0,1511475
0,02110074
0,0674388
0,0105041
0,5279003
0,03184411
0,01262564
0,1224935
0,0509964
0,1668506
0,02140341
0,002451531
0,1070391
0,03415102
0,1801437
0,01282075
0,1232823
0,08437111
0,05300765
0,1669756
0,01819692
0,2605264
0,03662493
0,05338975
0,01012312
0,2856796
0,05604888
0,03952897
0,04844642
0,01605819
0,01920588
0,07577268
0,0314973
0,099172
0,1729878
0,1165539
0,2373515
0,05566291
0,02443075
0,09552735
0,04182125
0,03407352
0,05376824
0,2040178
0,002600381
0,1879543
0,04340754
0,07047497
0,009281987
0,1135662
0,2067465
0,3086793
0,1193051
0,006440756
0,08638404
0,06183103
0,04724265
0,06602085
0,09220316
0,2054964
0,02315379
0,0116731
0,1584807
0,3905536
0,005949032
0,0928361
0,1885458
0,07928853
0,07895398
0,0654802
0,2155683
0,2537558
0,1264182
0,1283814
0,1110528
0,08418022
0,03601805
0,04276825
0,01518902
0,05586451
0,2565587
0,003646641
0,3332278
0,111813
0,1428264
0,1131168
0,004142824
0,1971861
0,08560909
0,1483504
0,1152046
0,1141266
0,003333687
0,008006433
0,520823
0,01663892
0,0417638
0,2185687
0,008949528
0,05865884
0,06563763
0,1264132
0,0514399
0,1839441
0,02318655
0,02948075
0,008659692
0,06723955
0,07792375
0,0181649
0,2020475
0,04065616
0,06181873
0,1101672
0,06399398
0,0411415
0,3941303
0,08748117
0,1072651
0,04557126
0,001399465
0,1603005
0,2186469
0,001568866
0,02282391
0,03186493
0,1327533
0,08823127
0,06516457
0,02026368
0,06338367
0,2154952
0,01454034
0,2677663
0,210037
0,01554801
0,1377608
0,1134284
0,1692842
0,04255265
0,05185698
0,1072564
0,03539062
0,1607859
0,2290866
0,1010264
0,002949282
0,0912929
0,08390618
0,1529872
0,04608819
0,1324537
0,02770683
0,2582113
0,02094652
0,05927288
0,0530538
0,2929707
0,1269144
0,2330295
0,02641056
0,03098302
0,08445014
0,07829564
0,1022958
0,212251
0,09722413
0,02323999
0,2603747
0,104288
0,339918
0,04317103
0,4347742
0,06050565
0,0259294
0,009169716
0,000578488
0,2870909
0,0538166
0,0617854
0,005817113
0,0126322
0,07391661
0,02567232
0,1864613
0,0007334481
0,02857432
0,1431817
0,08509392
0,03353135
0,01056232
0,2164476
0,03976904
0,162451
0,2040267
0,07610719
0,04492275
0,4064803
0,1844024
0,07877825
0,02497895
0,005950273
0,09084161
0,01505745
0,1032388
0,04510858
0,1739572
0,04880273
0,1012082
0,3928903
0,3469711
0,1016409
0,1241517
0,107046
0,2520332
0,04036381
0,1065575
0,00519073
0,08998015
0,2458454
0,1487045
0,02190886
0,002781255
0,03694664
0,06315959
0,0922242
0,1293628
0,02888559
0,1532913
0,1291911
0,01201874
0,01472564
0,1624353
0,0100923
0,107804
0,2492608
0,2000952
0,03097614
0,007096144
0,09236124
0,1091441
0,02883206
0,03416105
0,1979556
